HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Answer.USDA,Answer.DOC,Answer.DOD,Answer.ED,Answer.DOE,Answer.HHS,Answer.DHS,Answer.DOJ,Answer.VA,Answer.TREAS,Answer.percentAreGiven,Answer.percentShouldBeGiven,Answer.percentToCovidRelief,Answer.question-type.Equally,Answer.question-type.Proportionate_to_population,Answer.question-type.Proportionate_to_spending,Approve,Reject
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3F1567XTN4X4VYOZZ25N95CQSHN9QZ,A1FCHNSNWWNC5M,Approved,Fri Apr 23 10:40:43 PDT 2021,Fri Apr 23 10:43:57 PDT 2021,Mon May 03 10:43:57 PDT 2021,Mon May 03 10:44:41 PDT 2021,,,194,100% (1/1),100% (1/1),100% (1/1),1,10,2,7,8,6,3,5,4,9,21,25,45,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3F6KKYWMNJTVVROOVQI8R70BF9PDN8,A3I5AH4959TUYF,Approved,Tue Apr 27 20:25:58 PDT 2021,Tue Apr 27 20:27:04 PDT 2021,Fri May 07 20:27:04 PDT 2021,Wed May 05 19:40:23 PDT 2021,,,66,100% (1/1),100% (1/1),100% (1/1),5,6,2,4,3,1,7,9,10,8,22,5,22,FALSE,FALSE,TRUE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3FDJT1UU7C0ZJ8OSJ78913VF7MLK5E,AF1SDFH47VZWU,Approved,Sun Apr 25 16:43:29 PDT 2021,Sun Apr 25 16:44:06 PDT 2021,Wed May 05 16:44:06 PDT 2021,Wed May 05 16:44:33 PDT 2021,,,37,100% (1/1),100% (1/1),100% (1/1),5,1,5,4,5,3,6,5,8,5,47,29,20,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3FIJLY1B62WSWWEX2BQQJW8RR9WFPN,A2KMED79GMTHF9,Approved,Thu Apr 29 22:51:51 PDT 2021,Thu Apr 29 23:01:50 PDT 2021,Sun May 09 23:01:50 PDT 2021,Wed May 05 19:40:23 PDT 2021,,,599,100% (1/1),100% (1/1),100% (1/1),7,6,8,7,7,6,8,7,8,8,51,66,57,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3FPRZHYEP6ZAL4V04SYNOF8C9CG3VK,A1AZLJ3R5FQ9B7,Approved,Thu Apr 22 12:42:11 PDT 2021,Thu Apr 22 12:48:30 PDT 2021,Sun May 02 12:48:30 PDT 2021,Sun May 02 12:49:21 PDT 2021,,,379,100% (1/1),100% (1/1),100% (1/1),1,2,3,4,6,10,5,9,7,8,90,17,13,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3FTOP5WARNG5DHW94G2LJTZBBPHJ00,A2EPEBF7BAW2J7,Approved,Sun Apr 25 09:54:41 PDT 2021,Sun Apr 25 09:55:46 PDT 2021,Wed May 05 09:55:46 PDT 2021,Wed May 05 09:56:32 PDT 2021,,,65,100% (1/1),100% (1/1),100% (1/1),3,4,1,3,2,2,1,2,4,3,51,66,49,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3G5F9DBFOXPPFC2ZJDNPS99MSS2HVV,A6DSEH12PFIOQ,Approved,Sun Apr 25 04:28:58 PDT 2021,Sun Apr 25 04:30:53 PDT 2021,Wed May 05 04:30:53 PDT 2021,Wed May 05 04:31:32 PDT 2021,,,115,100% (1/1),100% (1/1),100% (1/1),1,3,2,3,2,1,1,4,3,4,64,98,92,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3G5W44VEUFAXZ5DC03R050M4XJJKGS,A33X52IN60MSOE,Approved,Thu Apr 22 13:16:52 PDT 2021,Thu Apr 22 13:20:32 PDT 2021,Sun May 02 13:20:32 PDT 2021,Sun May 02 13:21:21 PDT 2021,,,220,100% (1/1),100% (1/1),100% (1/1),5,8,3,1,2,1,5,8,3,5,10,10,40,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3GD6L00D30PVLENC3WJDDQA2K4X1MQ,A39BR7NYRDWC01,Approved,Fri Apr 23 10:00:52 PDT 2021,Fri Apr 23 10:01:56 PDT 2021,Mon May 03 10:01:56 PDT 2021,Mon May 03 10:02:40 PDT 2021,,,64,100% (1/1),100% (1/1),100% (1/1),5,5,5,5,5,5,5,5,5,5,81,73,82,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3GD6L00D30PVLENC3WJDDQA2LUQ1M0,A21597OUFY76R6,Approved,Thu Apr 29 18:57:22 PDT 2021,Thu Apr 29 19:04:51 PDT 2021,Sun May 09 19:04:51 PDT 2021,Wed May 05 19:40:23 PDT 2021,,,449,100% (1/1),100% (1/1),100% (1/1),6,5,2,7,10,3,8,4,9,1,50,99,70,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3GLB5JMZF5NPLZ728M5D1NREDMAGDN,A3EHQITHC2X9AP,Approved,Sun Apr 25 10:13:38 PDT 2021,Sun Apr 25 10:14:08 PDT 2021,Wed May 05 10:14:08 PDT 2021,Wed May 05 10:14:32 PDT 2021,,,30,100% (1/1),100% (1/1),100% (1/1),5,8,4,7,6,2,3,9,10,1,34,60,38,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3HRMW88U1EIVEP2U7DFDZLRSGPA0MW,A1ERLKQKYY6RDR,Approved,Mon Apr 26 17:17:16 PDT 2021,Mon Apr 26 17:19:11 PDT 2021,Thu May 06 17:19:11 PDT 2021,Wed May 05 19:40:23 PDT 2021,,,115,100% (1/1),100% (1/1),100% (1/1),2,3,3,3,5,7,1,3,3,3,56,51,62,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3HUTX6F6V2FQA2QKZGY4AD9C78OO23,A36EOEBVBUTO85,Approved,Fri Apr 23 05:24:39 PDT 2021,Fri Apr 23 05:26:05 PDT 2021,Mon May 03 05:26:05 PDT 2021,Mon May 03 05:26:37 PDT 2021,,,86,100% (1/1),100% (1/1),100% (1/1),8,6,2,5,7,3,1,9,4,10,59,22,21,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3I02618YA8YHFEBNX0LP5W9U01AUP9,A37BYWJZ7IUKNL,Approved,Thu Apr 22 13:55:36 PDT 2021,Thu Apr 22 13:57:17 PDT 2021,Sun May 02 13:57:17 PDT 2021,Sun May 02 13:57:24 PDT 2021,,,101,100% (1/1),100% (1/1),100% (1/1),8,9,1,2,7,10,3,4,5,6,15,15,9,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3I3WADAZ9YWI9Z97HZ028KCORFZ5OZ,A1KV8D2ER6Z40Y,Approved,Thu Apr 22 11:30:30 PDT 2021,Thu Apr 22 11:32:12 PDT 2021,Sun May 02 11:32:12 PDT 2021,Sun May 02 11:32:21 PDT 2021,,,102,100% (1/1),100% (1/1),100% (1/1),3,4,5,8,6,1,7,10,2,9,70,19,10,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3I7DHKZYGVSO3MWEIWHCLQ3AZK45FL,A3F8RP193M37U9,Approved,Fri Apr 23 15:17:02 PDT 2021,Fri Apr 23 15:19:23 PDT 2021,Mon May 03 15:19:23 PDT 2021,Mon May 03 15:19:45 PDT 2021,,,141,100% (1/1),100% (1/1),100% (1/1),7,6,8,4,5,2,10,9,1,2,100,25,8,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3IGI0VL64FCMZOFDLZWO21CAI00ON9,A1UBLIWJ572DMH,Approved,Thu Apr 22 11:36:07 PDT 2021,Thu Apr 22 11:39:12 PDT 2021,Sun May 02 11:39:12 PDT 2021,Sun May 02 11:39:22 PDT 2021,,,185,100% (1/1),100% (1/1),100% (1/1),6,7,4,2,10,1,5,8,3,9,68,38,62,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3J88R45B2OQ9WI5I25WCP38YV6XXPL,A1X793EPL2IYGE,Approved,Tue Apr 27 19:22:00 PDT 2021,Tue Apr 27 19:23:30 PDT 2021,Fri May 07 19:23:30 PDT 2021,Wed May 05 19:40:23 PDT 2021,,,90,100% (1/1),100% (1/1),100% (1/1),1,3,2,5,4,10,6,7,8,9,70,32,33,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3JPSL1DZ50RXXKLCBGR616S5T0SNA3,A37B4OS9OGDK1V,Approved,Mon Apr 26 16:55:44 PDT 2021,Mon Apr 26 16:56:48 PDT 2021,Thu May 06 16:56:48 PDT 2021,Wed May 05 19:40:24 PDT 2021,,,64,100% (1/1),100% (1/1),100% (1/1),5,2,2,8,5,8,2,4,5,2,54,30,35,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3KGTPGBS65DLN7AHV2AD9J11P2V2UT,A2PUGZLLGRRP6C,Approved,Sat Apr 24 23:14:41 PDT 2021,Sat Apr 24 23:18:03 PDT 2021,Tue May 04 23:18:03 PDT 2021,Tue May 04 23:18:15 PDT 2021,,,202,100% (1/1),100% (1/1),100% (1/1),2,4,10,5,3,1,6,8,9,7,40,15,10,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3L4D84MIL7KGOH252O96PLYSX19HJG,A1SG9J4RVGW9BI,Approved,Fri Apr 23 20:12:31 PDT 2021,Fri Apr 23 20:13:59 PDT 2021,Mon May 03 20:13:59 PDT 2021,Mon May 03 20:14:46 PDT 2021,,,88,100% (1/1),100% (1/1),100% (1/1),8,4,3,2,5,1,6,9,10,7,41,16,72,FALSE,FALSE,TRUE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3L6L49WXW8PE56ZPYFLTUM6JB7G458,A3R0FRZIEMY65M,Approved,Tue Apr 27 01:15:31 PDT 2021,Tue Apr 27 01:17:03 PDT 2021,Fri May 07 01:17:03 PDT 2021,Wed May 05 19:40:24 PDT 2021,,,92,100% (1/1),100% (1/1),100% (1/1),10,10,1,10,10,10,10,10,10,10,46,51,58,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3LJ7UR74RP5IVV5V2FHFO3651AE4NV,A2MUOR5H62S8OG,Approved,Thu Apr 22 18:56:07 PDT 2021,Thu Apr 22 18:56:47 PDT 2021,Sun May 02 18:56:47 PDT 2021,Sun May 02 18:57:31 PDT 2021,,,40,100% (2/2),100% (2/2),100% (1/1),6,5,3,7,2,5,4,7,5,3,57,97,55,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3LOTDFNYAFRIG5BYEX4LBQGNJSYWF5,A2FVBM2LXBFCKP,Approved,Mon Apr 26 15:34:49 PDT 2021,Mon Apr 26 15:38:15 PDT 2021,Thu May 06 15:38:15 PDT 2021,Wed May 05 19:40:24 PDT 2021,,,206,100% (1/1),100% (1/1),100% (1/1),4,9,7,3,10,1,2,8,6,5,67,23,21,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3LQ8PUHQFTKKT6IZK6O6DKJSKNPIHC,A4US1XNLJWSDO,Approved,Fri Apr 23 21:30:37 PDT 2021,Fri Apr 23 21:31:45 PDT 2021,Mon May 03 21:31:45 PDT 2021,Mon May 03 21:31:46 PDT 2021,,,68,100% (1/1),100% (1/1),100% (1/1),6,5,4,7,6,7,10,1,6,4,64,99,47,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3M1CVSFP68XI0HY4R8JN50NAYAQAQM,A2NSRHX8GMEMV0,Approved,Mon Apr 26 11:10:48 PDT 2021,Mon Apr 26 11:12:07 PDT 2021,Thu May 06 11:12:07 PDT 2021,Wed May 05 19:40:24 PDT 2021,,,79,100% (1/1),100% (1/1),100% (1/1),7,8,1,9,2,10,4,3,5,6,71,19,42,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3M1CVSFP68XI0HY4R8JN50NAYU3AQ3,A3MDU0KP6F46FP,Approved,Thu Apr 22 13:42:30 PDT 2021,Thu Apr 22 14:24:36 PDT 2021,Sun May 02 14:24:36 PDT 2021,Sun May 02 14:25:23 PDT 2021,,,2526,100% (1/1),100% (1/1),100% (1/1),4,7,1,9,8,3,2,10,5,6,42,43,14,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3M1CVSFP68XI0HY4R8JN50NAYUNAQN,A1UPJ6S46IUUJP,Approved,Thu Apr 22 12:03:03 PDT 2021,Thu Apr 22 12:06:07 PDT 2021,Sun May 02 12:06:07 PDT 2021,Sun May 02 12:06:21 PDT 2021,,,184,100% (1/1),100% (1/1),100% (1/1),9,3,1,10,6,7,8,2,5,4,19,16,8,FALSE,TRUE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3M81GAB8A8BNJR3WXMJJ0B7GH58BQ6,A1DMD1AC2SCHV1,Approved,Thu Apr 29 08:37:37 PDT 2021,Thu Apr 29 08:38:22 PDT 2021,Sun May 09 08:38:22 PDT 2021,Wed May 05 19:40:24 PDT 2021,,,45,100% (2/2),100% (2/2),100% (1/1),4,2,1,7,8,9,6,3,10,5,38,46,56,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3MX2NQ3YCHM538NZIQNYRX3H3KZX5T,A2M4O8KQW0H7HV,Approved,Thu Apr 22 21:41:53 PDT 2021,Thu Apr 22 21:43:03 PDT 2021,Sun May 02 21:43:03 PDT 2021,Sun May 02 21:43:33 PDT 2021,,,70,100% (1/1),100% (1/1),100% (1/1),4,6,4,7,4,7,4,8,9,7,53,29,60,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3N8OEVH1FZI4H9FPMEW1HQCF949OOH,A3SSKQAFAOM02T,Approved,Thu Apr 29 12:02:20 PDT 2021,Thu Apr 29 12:04:25 PDT 2021,Sun May 09 12:04:25 PDT 2021,Wed May 05 19:40:24 PDT 2021,,,125,100% (1/1),100% (1/1),100% (1/1),2,4,3,5,4,1,1,1,2,3,24,65,72,TRUE,FALSE,FALSE,,
3CMV9YRYQATGNTN237J2STWCQQMLJA,3PKXTM75KB1UZFP26E6UFXV6AJXQF3,Answer a survey about federal spending in general and federal spending during COVID-19,We would like to know how you believe your tax dollars are being spent both before and during the COVID-19 pandemic,"survey, covid, federal, spending",$0.04 ,Thu Apr 22 11:14:16 PDT 2021,300,BatchId:4417755;OriginalHitTemplateId:928390912;,3600,864000,Sun May 09 11:14:18 PDT 2021,,,3NAPMVF0Z47JPWYLIUH2ZRNHHFU724,A1AMGHYG5PT0L2,Approved,Thu Apr 22 11:15:57 PDT 2021,Thu Apr 22 11:16:39 PDT 2021,Sun May 02 11:16:39 PDT 2021,Sun May 02 11:17:20 PDT 2021,,,42,100% (1/1),100% (1/1),100% (1/1),10,10,10,10,10,10,10,10,10,10,53,20,25,TRUE,FALSE,FALSE,,
